# start - Sun May 27 21:49:34 2018
# beta: 0.016393
# n_ensamble / n_max: 8000.000000 / 40000.000000
# initial energy: 10580.532618
#
# energy acceptance step
 1.005e+04 0.53795560 0.5
 1.005e+04 0.53808219 0.5
      9923 0.53820871 0.5
      9874 0.53833516 0.5
      9827 0.53846154 0.5
      9932 0.53844049 0.5
      9950 0.53856674 0.5
 1.001e+04 0.53869292 0.5
 1.006e+04 0.53852459 0.5
 1.003e+04 0.53865064 0.5
 1.004e+04 0.53877662 0.5
 1.008e+04 0.53890254 0.5
 1.004e+04 0.53902838 0.5
 1.002e+04 0.53900709 0.5
 1.004e+04 0.53869210 0.5
      9975 0.53852437 0.5
      9960 0.53864997 0.5
      9954 0.53877551 0.5
      9947 0.53875442 0.5
      9820 0.53887983 0.5
      9825 0.53900516 0.5
      9761 0.53913043 0.5
      9731 0.53925564 0.5
      9741 0.53938077 0.5
      9724 0.53950584 0.5
      9725 0.53963084 0.5
      9726 0.53946298 0.5
      9776 0.53958785 0.5
      9782 0.53971266 0.5
      9851 0.53983740 0.5
      9858 0.53996207 0.5
      9880 0.53994043 0.5
      9852 0.54006497 0.5
      9858 0.54018945 0.5
      9835 0.54031385 0.5
      9786 0.54043819 0.5
      9768 0.54041633 0.5
      9740 0.54054054 0.5
      9760 0.54066469 0.5
      9806 0.54078876 0.5
      9796 0.54091277 0.5
      9759 0.54103672 0.5
      9756 0.54101457 0.5
      9752 0.54070081 0.5
      9740 0.54038772 0.5
      9759 0.54022061 0.5
      9759 0.54034427 0.5
      9696 0.54046787 0.5
      9605 0.54015579 0.5
      9596 0.54027927 0.5
      9605 0.54040268 0.5
      9655 0.54038100 0.5
      9718 0.54050429 0.5
      9799 0.54048257 0.5
      9768 0.54060574 0.5
      9754 0.54058398 0.5
      9835 0.53998395 0.5
      9714 0.54010695 0.5
      9692 0.54022989 0.5
      9618 0.54006410 0.5
      9582 0.54018692 0.5
      9669 0.54030966 0.5
      9616 0.54043235 0.5
      9605 0.54055496 0.5
      9599 0.54053333 0.5
      9624 0.54036771 0.5
      9701 0.54020234 0.5
      9599 0.54032473 0.5
      9617 0.54030327 0.5
      9634 0.54042553 0.5
      9711 0.54054773 0.5
      9723 0.54066986 0.5
      9729 0.54079192 0.5
      9684 0.54091392 0.5
      9639 0.54103586 0.5
      9673 0.54115773 0.5
      9698 0.54113588 0.5
      9667 0.54125763 0.5
      9626 0.54137931 0.5
      9630 0.54150093 0.5
      9614 0.54162248 0.5
      9592 0.54174397 0.5
      9638 0.54186539 0.5
      9648 0.54198675 0.5
      9698 0.54210805 0.5
      9694 0.54222928 0.5
      9542 0.54235045 0.5
      9547 0.54247155 0.5
      9562 0.54244909 0.5
      9542 0.54257007 0.5
      9533 0.54254757 0.5
      9581 0.54252509 0.5
      9543 0.54250264 0.5
      9548 0.54262338 0.5
      9605 0.54274406 0.5
      9631 0.54286468 0.5
      9627 0.54298523 0.5
      9655 0.54296257 0.5
      9587 0.54265403 0.5
      9503 0.54263158 0.5
      9543 0.54275191 0.5
      9554 0.54272942 0.5
      9596 0.54284963 0.5
      9568 0.54282712 0.5
      9587 0.54294720 0.5
      9571 0.54306723 0.5
      9528 0.54318719 0.5
      9606 0.54316452 0.5
      9643 0.54314188 0.5
      9752 0.54326167 0.5
      9790 0.54338139 0.5
      9760 0.54335866 0.5
      9786 0.54347826 0.5
      9816 0.54359780 0.5
      9799 0.54329061 0.5
      9788 0.54341004 0.5
      9762 0.54352941 0.5
      9767 0.54350666 0.5
      9839 0.54362591 0.5
      9790 0.54360313 0.5
      9832 0.54372227 0.5
      9842 0.54369945 0.5
      9866 0.54367666 0.5
      9850 0.54337067 0.5
      9740 0.54348958 0.5
      9746 0.54360844 0.5
      9680 0.54372723 0.5
      9629 0.54384595 0.5
      9633 0.54354042 0.5
      9702 0.54365904 0.5
      9643 0.54377760 0.5
      9580 0.54361371 0.5
      9541 0.54345006 0.5
      9454 0.54356846 0.5
      9371 0.54326425 0.5
      9373 0.54282018 0.5
      9360 0.54293844 0.5
      9393 0.54291624 0.5
      9393 0.54303438 0.5
      9375 0.54301214 0.5
      9417 0.54298993 0.5
      9403 0.54296774 0.5
      9351 0.54308566 0.5
      9314 0.54306343 0.5
      9283 0.54290131 0.5
      9243 0.54301906 0.5
      9285 0.54313675 0.5
      9305 0.54311454 0.5
      9309 0.54323212 0.5
      9283 0.54334963 0.5
      9282 0.54346708 0.5
      9295 0.54358447 0.5
      9295 0.54356207 0.5
      9286 0.54367934 0.5
      9268 0.54379656 0.5
      9277 0.54391371 0.5
      9356 0.54389117 0.5
      9256 0.54386865 0.5
      9246 0.54398564 0.5
      9296 0.54410256 0.5
      9382 0.54421943 0.5
      9485 0.54433624 0.5
      9479 0.54431352 0.5
      9472 0.54443022 0.5
      9470 0.54454685 0.5
      9467 0.54452405 0.5
      9539 0.54464057 0.5
      9443 0.54475703 0.5
      9474 0.54487343 0.5
      9452 0.54498978 0.5
      9414 0.54510606 0.5
      9398 0.54508301 0.5
      9437 0.54505999 0.5
      9429 0.54517611 0.5
      9426 0.54515306 0.5
      9391 0.54526906 0.5
      9409 0.54524599 0.5
      9437 0.54508406 0.5
      9469 0.54519990 0.5
      9370 0.54531568 0.5
      9396 0.54543141 0.5
      9447 0.54540829 0.5
      9523 0.54552391 0.5
      9500 0.54563946 0.5
      9525 0.54575496 0.5
      9427 0.54587039 0.5
      9448 0.54598577 0.5
      9401 0.54610109 0.5
      9404 0.54621635 0.5
      9379 0.54619289 0.5
      9278 0.54616946 0.5
      9366 0.54628455 0.5
      9361 0.54626109 0.5
      9353 0.54637608 0.5
      9422 0.54621423 0.5
      9354 0.54619084 0.5
      9272 0.54630567 0.5
      9287 0.54600607 0.5
      9335 0.54612080 0.5
      9349 0.54609750 0.5
      9304 0.54607422 0.5
      9353 0.54618879 0.5
      9396 0.54630331 0.5
      9410 0.54641776 0.5
      9459 0.54653216 0.5
      9487 0.54650870 0.5
      9406 0.54662298 0.5
      9411 0.54659950 0.5
      9420 0.54657603 0.5
      9408 0.54669016 0.5
      9417 0.54666667 0.5
      9387 0.54664320 0.5
      9382 0.54675716 0.5
      9458 0.54687107 0.5
      9463 0.54684753 0.5
      9470 0.54696133 0.5
      9472 0.54707507 0.5
      9503 0.54718876 0.5
      9460 0.54716508 0.5
      9507 0.54700426 0.5
      9514 0.54684369 0.5
      9491 0.54682023 0.5
      9453 0.54679680 0.5
      9509 0.54677339 0.5
      9500 0.54688672 0.5
      9480 0.54700000 0.5
      9529 0.54711322 0.5
      9529 0.54708968 0.5
      9538 0.54720280 0.5
      9570 0.54731586 0.5
      9471 0.54729224 0.5
      9358 0.54726865 0.5
      9410 0.54738155 0.5
      9406 0.54749439 0.5
      9409 0.54760718 0.5
      9446 0.54771991 0.5
      9466 0.54783259 0.5
      9380 0.54767239 0.5
      9421 0.54778497 0.5
      9392 0.54789749 0.5
      9305 0.54800995 0.5
      9302 0.54812236 0.5
      9288 0.54823471 0.5
      9259 0.54834700 0.5
      9315 0.54832298 0.5
      9276 0.54816286 0.5
      9277 0.54827501 0.5
      9305 0.54838710 0.5
      9285 0.54849913 0.5
      9232 0.54861111 0.5
      9253 0.54872303 0.5
      9223 0.54883490 0.5
      9233 0.54894672 0.5
      9168 0.54905847 0.5
      9184 0.54917018 0.5
      9154 0.54928182 0.5
      9132 0.54925743 0.5
      9109 0.54923305 0.5
      9102 0.54893722 0.5
      9138 0.54904868 0.5
      9186 0.54861797 0.5
      9193 0.54818832 0.5
      9228 0.54829966 0.5
      9209 0.54841094 0.5
      9171 0.54811715 0.5
      9150 0.54822835 0.5
      9186 0.54820462 0.5
      9238 0.54831571 0.5
      9196 0.54842675 0.5
      9290 0.54840295 0.5
      9236 0.54810997 0.5
      9245 0.54808636 0.5
      9179 0.54819720 0.5
      9137 0.54830799 0.5
      9159 0.54841873 0.5
      9195 0.54852941 0.5
      9130 0.54864004 0.5
      9193 0.54875061 0.5
      9179 0.54886113 0.5
      9151 0.54897160 0.5
      9191 0.54894763 0.5
      9093 0.54892368 0.5
      9209 0.54889976 0.5
      9174 0.54901002 0.5
      9149 0.54912023 0.5
      9165 0.54923039 0.5
      9112 0.54880429 0.5
      9183 0.54891437 0.5
      9219 0.54902439 0.5
      9227 0.54913436 0.5
      9197 0.54924427 0.5
      9209 0.54935413 0.5
      9157 0.54933009 0.5
      9178 0.54930606 0.5
      9195 0.54941577 0.5
      9103 0.54952543 0.5
      9006 0.54963504 0.5
      9008 0.54961089 0.5
      9044 0.54972040 0.5
      9117 0.54969623 0.5
      9123 0.54980564 0.5
      9132 0.54978145 0.5
      9172 0.54989075 0.5
      9190 0.55000000 0.5
      9167 0.54997574 0.5
      9177 0.55008489 0.5
      9184 0.55006061 0.51
      9125 0.55016966 0.51
      9110 0.55027865 0.52
      9171 0.55038760 0.52
      9129 0.55049649 0.53
      9172 0.55033882 0.54
      9180 0.55044762 0.55
      9196 0.55055636 0.56
      9184 0.55066505 0.56
      9118 0.55077369 0.57
      9138 0.55088228 0.57
      9153 0.55099082 0.58
      9183 0.55096618 0.59
      9091 0.55080859 0.61
      9040 0.55091699 0.61
      9124 0.55102533 0.62
      9193 0.55113362 0.63
      9158 0.55084337 0.65
      9007 0.55068625 0.67
      9042 0.55052936 0.69
      9092 0.55063748 0.7
      9165 0.55061313 0.71
      8976 0.55072115 0.72
      8989 0.55056450 0.74
      9001 0.55067243 0.75
      9084 0.55025186 0.79
      9120 0.55035971 0.79
      9172 0.55046751 0.8
      9153 0.55044333 0.82
      9095 0.55028736 0.84
      9050 0.55026328 0.86
      9193 0.55037090 0.87
      9260 0.55008367 0.9
      9197 0.54992833 0.9
      9072 0.55003583 0.9
      9081 0.54974946 0.91
      9110 0.54959466 0.91
      9146 0.54970203 0.91
      9149 0.54915496 0.91
      9063 0.54913157 0.91
      9069 0.54832581 0.91
      9040 0.54830287 0.91
      9025 0.54776013 0.91
      9097 0.54747810 0.91
      9118 0.54758523 0.91
      9121 0.54769231 0.91
      9127 0.54779934 0.91
      9115 0.54790632 0.91
      9184 0.54801325 0.91
      9148 0.54799054 0.91
      9160 0.54783841 0.91
      9190 0.54781582 0.91
      9257 0.54740566 0.91
      9200 0.54738331 0.91
      9078 0.54748998 0.91
      9103 0.54733867 0.91
      9131 0.54744526 0.91
      9103 0.54755179 0.91
      9235 0.54752941 0.91
      9334 0.54737832 0.91
      9377 0.54748472 0.91
      9446 0.54759107 0.91
      9379 0.54756871 0.91
      9423 0.54741784 0.91
      9588 0.54713884 0.91
      9708 0.54724502 0.91
      9719 0.54709466 0.91
      9729 0.54694451 0.91
      9659 0.54679457 0.91
      9671 0.54690058 0.91
      9582 0.54700655 0.91
      9597 0.54698457 0.91
      9573 0.54709044 0.91
      9505 0.54719626 0.91
      9431 0.54679113 0.91
      9383 0.54676930 0.91
      9349 0.54687500 0.91
      9377 0.54685315 0.91
      9356 0.54695875 0.91
      9405 0.54706431 0.91
      9443 0.54704238 0.91
      9490 0.54702048 0.91
      9384 0.54712590 0.91
      9319 0.54634146 0.91
      9336 0.54631994 0.91
      9330 0.54642526 0.91
      9293 0.54653052 0.91
      9296 0.54638219 0.91
      9356 0.54623407 0.91
      9494 0.54621265 0.91
      9473 0.54619125 0.91
      9326 0.54566474 0.91
      9337 0.54576976 0.91
      9294 0.54574861 0.91
      9327 0.54560148 0.91
      9295 0.54532872 0.91
      9221 0.54543358 0.91
      9210 0.54541263 0.91
      9251 0.54551740 0.91
      9233 0.54537080 0.91
      9217 0.54522440 0.91
      9220 0.54520359 0.91
      9102 0.54530819 0.91
      9076 0.54528736 0.91
      9178 0.54526654 0.91
      9256 0.54499541 0.91
      9308 0.54484974 0.91
      9294 0.54495413 0.91
      9181 0.54455899 0.91
      9234 0.54416476 0.91
      9196 0.54414456 0.91
      9207 0.54375143 0.91
      9219 0.54385564 0.91
      9149 0.54371148 0.91
      9217 0.54344356 0.91
      9180 0.54329991 0.91
      9193 0.54328018 0.91
      9194 0.54338419 0.91
      9240 0.54348816 0.91
      9214 0.54359208 0.91
      9265 0.54369595 0.91
      9200 0.54379977 0.91
      9105 0.54390355 0.91
      9020 0.54400728 0.91
      9062 0.54374006 0.91
      9020 0.54384371 0.91
      8941 0.54394731 0.91
      8922 0.54355717 0.91
      8990 0.54353741 0.91
      8932 0.54364090 0.91
      8916 0.54337486 0.91
      8922 0.54335522 0.91
      8867 0.54296698 0.91
      8832 0.54294756 0.91
      8852 0.54280551 0.91
      8878 0.54278618 0.91
      8944 0.54276687 0.91
      8981 0.54262517 0.91
      9053 0.54260595 0.91
      9128 0.54270904 0.91
      9090 0.54244540 0.91
      9124 0.54242629 0.91
      9070 0.54252925 0.91
      9058 0.54226619 0.91
      9037 0.54236907 0.91
      9004 0.54247191 0.91
      9028 0.54257470 0.91
      9034 0.54267745 0.91
      9050 0.54265828 0.91
      9012 0.54263914 0.91
      9029 0.54237668 0.91
      8929 0.54247926 0.91
      8904 0.54258180 0.91
      8903 0.54244121 0.91
      9029 0.54217946 0.91
      8946 0.54228188 0.91
      8940 0.54202056 0.91
      9033 0.54212291 0.91
      9066 0.54222520 0.91
      9035 0.54184334 0.91
      9074 0.54182467 0.91
      9109 0.54192685 0.91
      9091 0.54094348 0.91
      9094 0.54104561 0.91
      9079 0.54102735 0.91
      9094 0.54076872 0.91
      8948 0.54075061 0.91
      8927 0.53977399 0.91
      8937 0.53951738 0.91
      8942 0.53961930 0.91
      9017 0.53972118 0.91
      8949 0.53970361 0.91
      8946 0.53968605 0.91
      8890 0.53966851 0.91
      8946 0.53917458 0.91
      8901 0.53927626 0.91
      8889 0.53937790 0.91
      8833 0.53900397 0.91
      8765 0.53910553 0.91
      8810 0.53920705 0.91
      8941 0.53930852 0.91
      8899 0.53940995 0.91
      8901 0.53951134 0.91
      9064 0.53949395 0.91
      8974 0.53900242 0.91
      8910 0.53898528 0.91
      8811 0.53908652 0.91
      8823 0.53895106 0.91
      8785 0.53905222 0.91
      8858 0.53879877 0.91
      9016 0.53878177 0.91
      8991 0.53864681 0.91
      9022 0.53851204 0.91
      9132 0.53861299 0.91
      9246 0.53859611 0.91
      9211 0.53869698 0.91
      9152 0.53868007 0.91
      9163 0.53878086 0.91
      9225 0.53841117 0.91
      9218 0.53827699 0.91
      9205 0.53826030 0.91
      9221 0.53800915 0.91
      9253 0.53810976 0.91
      9390 0.53785901 0.91
      9373 0.53784254 0.91
      9324 0.53794303 0.91
      9274 0.53804348 0.91
      9240 0.53814388 0.91
      9315 0.53719367 0.91
      9388 0.53717754 0.91
      9372 0.53727785 0.91
      9433 0.53714533 0.91
      9464 0.53724556 0.91
      9461 0.53722944 0.91
      9403 0.53721333 0.91
      9556 0.53731343 0.91
      9547 0.53718115 0.91
      9547 0.53728118 0.91
      9550 0.53738116 0.91
      9582 0.53748110 0.91
      9562 0.53746491 0.91
      9534 0.53710095 0.91
      9512 0.53696917 0.91
      9515 0.53706897 0.91
      9513 0.53716871 0.91
      9521 0.53726842 0.91
      9596 0.53690553 0.91
      9665 0.53688965 0.91
      9677 0.53652772 0.91
      9627 0.53662728 0.91
      9641 0.53661155 0.91
      9630 0.53671103 0.91
      9469 0.53681047 0.91
      9504 0.53679468 0.91
      9489 0.53677890 0.91
      9502 0.53687822 0.91
      9485 0.53697749 0.91
      9477 0.53707673 0.91
      9530 0.53717592 0.91
      9493 0.53727506 0.91
      9483 0.53737417 0.91
      9543 0.53747323 0.91
      9485 0.53745719 0.91
      9551 0.53744116 0.91
      9661 0.53754011 0.91
      9620 0.53763901 0.91
      9663 0.53773787 0.91
      9663 0.53760684 0.91
      9576 0.53770562 0.91
      9756 0.53768952 0.91
      9746 0.53778822 0.91
      9765 0.53788687 0.91
      9675 0.53798549 0.91
      9652 0.53762524 0.91
      9651 0.53738019 0.91
      9630 0.53690704 0.91
      9639 0.53689135 0.91
      9628 0.53698980 0.91
      9670 0.53674596 0.91
      9636 0.53638871 0.91
      9613 0.53637328 0.91
      9576 0.53635785 0.91
      9607 0.53645613 0.91
      9671 0.53644068 0.91
      9709 0.53642524 0.91
      9707 0.53652340 0.91
      9743 0.53650794 0.91
      9747 0.53660601 0.91
      9702 0.53636364 0.91
      9743 0.53646164 0.91
      9822 0.53644623 0.91
      9764 0.53609118 0.91
      9865 0.53584985 0.91
      9813 0.53572181 0.91
      9792 0.53581964 0.91
      9816 0.53591742 0.91
      9766 0.53590230 0.91
      9677 0.53600000 0.91
      9670 0.53575936 0.91
      9721 0.53529412 0.91
      9932 0.53539172 0.91
      9929 0.53548929 0.91
      9920 0.53547439 0.91
      9914 0.53557188 0.91
      9806 0.53566932 0.91
      9735 0.53576673 0.91
      9737 0.53586409 0.91
      9626 0.53584906 0.91
      9579 0.53583403 0.91
      9570 0.53570681 0.91
      9725 0.53580402 0.91
      9751 0.53578903 0.91
      9611 0.53588617 0.91
      9677 0.53598326 0.91
      9718 0.53563218 0.91
      9658 0.53517011 0.91
      9662 0.53515544 0.91
      9616 0.53525240 0.91
      9593 0.53534932 0.91
      9496 0.53544621 0.91
      9427 0.53543143 0.91
      9461 0.53541667 0.91
      9426 0.53551343 0.91
      9450 0.53538718 0.91
      9476 0.53548387 0.91
      9488 0.53546911 0.91
      9481 0.53500935 0.91
      9484 0.53510594 0.91
      9579 0.53498028 0.91
      9540 0.53441128 0.91
      9484 0.53450777 0.91
      9437 0.53449347 0.91
      9429 0.53458989 0.91
      9486 0.53468627 0.91
      9502 0.53456126 0.91
      9492 0.53465756 0.91
      9386 0.53464323 0.91
      9442 0.53473945 0.91
      9433 0.53461459 0.91
      9396 0.53471074 0.91
      9391 0.53480686 0.91
      9276 0.53479248 0.91
      9286 0.53444719 0.91
      9443 0.53410262 0.91
      9386 0.53397858 0.91
      9493 0.53396459 0.91
      9500 0.53395062 0.91
      9396 0.53404649 0.91
      9341 0.53414233 0.91
      9353 0.53390875 0.91
      9227 0.53400452 0.91
      9239 0.53399055 0.91
      9365 0.53408624 0.91
      9376 0.53363413 0.91
      9387 0.53372975 0.91
      9465 0.53371593 0.91
      9415 0.53381148 0.91
      9460 0.53390699 0.91
      9337 0.53400246 0.91
      9441 0.53409789 0.91
      9522 0.53419328 0.91
      9525 0.53406998 0.91
      9670 0.53383766 0.91
      9629 0.53382383 0.91
      9635 0.53370098 0.91
      9704 0.53368722 0.91
      9776 0.53345573 0.91
      9714 0.53355089 0.91
      9839 0.53353721 0.91
      9839 0.53341483 0.91
      9913 0.53350988 0.91
      9913 0.53360489 0.91
      9958 0.53359121 0.91
     1e+04 0.53368614 0.91
      9738 0.53356387 0.91
      9772 0.53365874 0.91
      9863 0.53353659 0.91
      9839 0.53352296 0.91
      9833 0.53361771 0.91
      9797 0.53360406 0.91
      9796 0.53369874 0.91
      9712 0.53357679 0.91
      9792 0.53367140 0.91
      9692 0.53354956 0.91
      9733 0.53364410 0.91
      9632 0.53373860 0.91
      9693 0.53372493 0.91
      9671 0.53381936 0.91
      9748 0.53315811 0.91
      9733 0.53325248 0.91
      9824 0.53313131 0.91
      9755 0.53301030 0.91
      9840 0.53224506 0.91
      9860 0.53233931 0.91
      9822 0.53211194 0.91
      9708 0.53209901 0.91
      9662 0.53208610 0.91
      9571 0.53164557 0.91
      9484 0.53173965 0.91
      9410 0.53172691 0.91
      9332 0.53182092 0.91
      9322 0.53159478 0.91
      9301 0.53168873 0.91
      9370 0.53167602 0.91
      9400 0.53176989 0.91
      9322 0.53165064 0.91
      9182 0.53174444 0.91
      9217 0.53183821 0.91
      9345 0.53193193 0.91
      9312 0.53138745 0.91
      9377 0.53148111 0.91
      9467 0.53146853 0.91
      9339 0.53156213 0.91
      9398 0.53154952 0.91
      9346 0.53153693 0.91
      9391 0.53163041 0.91
      9370 0.53172386 0.91
      9520 0.53181728 0.91
      9644 0.53180459 0.91
      9574 0.53179191 0.91
      9528 0.53146157 0.91
      9476 0.53155485 0.91
      9743 0.53164809 0.91
      9596 0.53163550 0.91
      9747 0.53162291 0.91
      9702 0.53161034 0.91
      9699 0.53149215 0.91
      9685 0.53137411 0.91
      9723 0.53146714 0.91
      9668 0.53145465 0.91
      9690 0.53154762 0.91
      9610 0.53121903 0.91
      9664 0.53131193 0.91
      9681 0.53119430 0.91
      9737 0.53065665 0.91
      9721 0.53064452 0.91
      9715 0.53021327 0.91
      9727 0.53020134 0.91
      9788 0.53008483 0.91
      9920 0.53007296 0.91
      9873 0.52985222 0.91
      9806 0.52973612 0.91
      9745 0.52982871 0.91
      9859 0.52992126 0.91
      9854 0.53001378 0.91
      9771 0.52979351 0.91
      9862 0.52967767 0.91
      9868 0.52977009 0.91
      9869 0.52955036 0.91
      9880 0.52953876 0.91
      9838 0.52931947 0.91
      9766 0.52920423 0.91
      9816 0.52929649 0.91
      9790 0.52938871 0.91
      9852 0.52916993 0.91
      9836 0.52926209 0.91
      9890 0.52935421 0.91
      9901 0.52944629 0.91
      9898 0.52953834 0.91
      9958 0.52931978 0.91
      9887 0.52920492 0.91
      9972 0.52909020 0.91
      9954 0.52918212 0.91
      9924 0.52886115 0.91
     1e+04 0.52792372 0.91
 1.003e+04 0.52791286 0.91
 1.002e+04 0.52790200 0.91
 1.006e+04 0.52799378 0.91
  1.01e+04 0.52808552 0.91
 1.011e+04 0.52817723 0.91
 1.017e+04 0.52826889 0.91
 1.002e+04 0.52754073 0.91
      9901 0.52763234 0.91
      9864 0.52741717 0.91
      9824 0.52750872 0.91
      9780 0.52760023 0.91
      9802 0.52758955 0.91
      9793 0.52757887 0.91
      9822 0.52746615 0.91
      9710 0.52755753 0.91
      9614 0.52754688 0.91
      9568 0.52763819 0.91
      9590 0.52752559 0.91
      9641 0.52720957 0.91
      9581 0.52719907 0.91
      9596 0.52708695 0.91
      9659 0.52717810 0.91
      9615 0.52726922 0.91
      9735 0.52715716 0.91
      9731 0.52684241 0.91
      9699 0.52683208 0.91
      9696 0.52672049 0.91
      9739 0.52671022 0.91
      9777 0.52649770 0.91
      9728 0.52618454 0.91
      9707 0.52617450 0.91
      9597 0.52626534 0.91
      9626 0.52635614 0.91
      9690 0.52634604 0.91
      9645 0.52643678 0.91
      9770 0.52652749 0.91
      9687 0.52651733 0.91
      9666 0.52640643 0.91
      9569 0.52649703 0.91
      9535 0.52618502 0.91
      9566 0.52627556 0.91
      9558 0.52626552 0.91
      9696 0.52635600 0.91
      9670 0.52644644 0.91
      9614 0.52633588 0.91
      9603 0.52632583 0.91
      9599 0.52631579 0.91
      9762 0.52640610 0.91
      9824 0.52629573 0.91
      9733 0.52628571 0.91
      9827 0.52637593 0.91
      9746 0.52636589 0.91
      9739 0.52635585 0.91
      9749 0.52634582 0.91
      9655 0.52643591 0.91
      9683 0.52652596 0.91
      9691 0.52661597 0.91
      9630 0.52660585 0.91
      9740 0.52649573 0.91
      9713 0.52648567 0.91
      9697 0.52647561 0.91
      9694 0.52656546 0.91
      9630 0.52645553 0.91
      9663 0.52614627 0.91
      9762 0.52613636 0.91
      9679 0.52622609 0.91
      9663 0.52631579 0.91
      9589 0.52640545 0.91
      9613 0.52619633 0.91
      9502 0.52618642 0.91
      9344 0.52617653 0.91
      9417 0.52616664 0.91
      9417 0.52615675 0.91
      9390 0.52624622 0.91
      9423 0.52603774 0.91
      9453 0.52612715 0.91
      9441 0.52601810 0.91
      9443 0.52600829 0.91
      9567 0.52580038 0.91
      9490 0.52588966 0.91
      9472 0.52587992 0.91
      9432 0.52587018 0.91
      9354 0.52595937 0.91
      9395 0.52565307 0.91
      9435 0.52564343 0.91
      9402 0.52563380 0.91
      9316 0.52572287 0.91
      9281 0.52571321 0.91
      9281 0.52580221 0.91
      9224 0.52539831 0.91
      9103 0.52548726 0.91
      8927 0.52537928 0.91
      8914 0.52546816 0.91
      8967 0.52516370 0.91
      8960 0.52515429 0.91
      9031 0.52475248 0.91
      9096 0.52474323 0.91
      9062 0.52434247 0.91
      9042 0.52433340 0.91
      9112 0.52442207 0.91
      9091 0.52421759 0.91
      9195 0.52411097 0.91
      9240 0.52410199 0.91
      9296 0.52409302 0.91
      9191 0.52408406 0.91
      9121 0.52417255 0.91
      9144 0.52387145 0.91
      9103 0.52386258 0.91
      9026 0.52385372 0.91
      8994 0.52394209 0.91
      9000 0.52373887 0.91
      9046 0.52373007 0.91
      9078 0.52372128 0.91
      9056 0.52380952 0.91
      8860 0.52380070 0.91
      8826 0.52388889 0.91
      8757 0.52349242 0.91
      8712 0.52358054 0.91
      8878 0.52308829 0.91
      8825 0.52269373 0.91
      8755 0.52278177 0.91
      8794 0.52286979 0.91
      8748 0.52286136 0.91
      8766 0.52266028 0.91
      8814 0.52274820 0.91
      8871 0.52264359 0.91
      8806 0.52263526 0.91
      8780 0.52272309 0.91
      8852 0.52281089 0.91
      8900 0.52280250 0.91
      8905 0.52269803 0.91
      8961 0.52259368 0.91
      8960 0.52268136 0.91
      9034 0.52228949 0.91
      8987 0.52228131 0.91
      8956 0.52227314 0.91
      9000 0.52226498 0.91
      9026 0.52225682 0.91
      9011 0.52224867 0.91
      8926 0.52233614 0.91
      9011 0.52223239 0.91
      8981 0.52231980 0.91
      8982 0.52221613 0.91
      8952 0.52220801 0.91
      9106 0.52229532 0.91
      9099 0.52219178 0.91
      9129 0.52227904 0.91
      9127 0.52208029 0.91
      9022 0.52216749 0.91
      8962 0.52215940 0.91
      8944 0.52224654 0.91
      8880 0.52214325 0.91
      8797 0.52194500 0.91
      8837 0.52203205 0.91
      8901 0.52173913 0.91
      8838 0.52173122 0.91
      8762 0.52181818 0.91
      8800 0.52190511 0.91
      8812 0.52199200 0.91
      8838 0.52169965 0.91
      8845 0.52150245 0.91
      8845 0.52158926 0.91
      8778 0.52158143 0.91
      8806 0.52129009 0.91
      8790 0.52109361 0.91
      8957 0.52070899 0.91
      8926 0.52079566 0.91
      8902 0.52078814 0.91
      8962 0.52087475 0.91
      8917 0.52077312 0.91
      8932 0.52067160 0.91
      8921 0.52066414 0.91
      8964 0.52065668 0.91
      8871 0.52064923 0.91
      8864 0.52054795 0.91
      8872 0.52063435 0.91
      8872 0.52062691 0.91
      8981 0.52033837 0.91
      9055 0.52023745 0.91
      9087 0.52004314 0.91
      9022 0.52012940 0.91
      8973 0.52021563 0.91
      8966 0.52030183 0.91
      9099 0.52020111 0.91
      9144 0.52028725 0.91
      9145 0.52037336 0.91
      9077 0.52017937 0.91
      9086 0.51989247 0.91
      9063 0.51997850 0.91
      9092 0.51997134 0.91
      9088 0.52005731 0.91
      9144 0.52005013 0.91
      9266 0.51994990 0.91
      9215 0.51994277 0.91
      9207 0.52002861 0.91
      9227 0.52011443 0.91
      9190 0.52020021 0.91
      9286 0.52010005 0.91
      9271 0.52000000 0.91
      9253 0.52008570 0.91
      9219 0.51980021 0.91
      9277 0.51979315 0.91
      9240 0.51987877 0.91
      9216 0.51987168 0.91
      9141 0.51967943 0.91
      9219 0.51957992 0.91
      9158 0.51966542 0.91
      9173 0.51975089 0.91
      9155 0.51955903 0.91
      9120 0.51964444 0.91
      9126 0.51972983 0.91
      9190 0.51981518 0.91
      9183 0.51990050 0.91
      9241 0.51989343 0.91
      9209 0.51988636 0.91
      9114 0.51997160 0.91
      8975 0.52005680 0.91
      8910 0.52004968 0.91
      9008 0.52013482 0.91
      8946 0.52021994 0.91
      8887 0.52030502 0.91
      8868 0.52039007 0.91
      8859 0.52038284 0.91
      9000 0.52037562 0.91
      9004 0.52036840 0.91
      9022 0.52036119 0.91
      9042 0.52026190 0.91
      9020 0.52034678 0.91
      8996 0.52043163 0.91
      9000 0.52042440 0.91
      8972 0.52023326 0.91
      9006 0.52031802 0.91
      9085 0.52040276 0.91
      9157 0.52048746 0.91
      9109 0.52057213 0.91
      9120 0.52056487 0.91
      9049 0.52064949 0.91
      8959 0.52073407 0.91
